nome_escola,A,B,C,D,E,F,total_exames,total_alunos,ANO,Latitude,Longitude,coordenadas,longUTM,LatUTM
Creche UNESP,12,0,0,3,4,0,19,0,2012,"-22,11886076","-51,4092135","-51.409213504521, -22.1188607558322",457795,7553959
Creche Walter Figueiredo,43,0,0,36,5,1,88,0,2012,"-22,10895326","-51,38626791","-51.3862679124659, -22.1089532609603",460159,7555062
EE Anna Antônio,149,48,11,120,71,16,415,781,2012,"-22,0910867","-51,38581814","-51.3858181413021, -22.0910867030776",460200,7557040
EE Antônio Fioravante de Menezes,33,57,39,13,249,8,399,494,2012,"-22,12970947","-51,3827848","-51.3827848045204, -22.1297094718912",460524,7552766
EE Arlindo Fantini,143,28,36,17,56,19,299,658,2012,"-22,10912648","-51,41076015","-51.41076014685, -22.1091264813455",457633,7555037
EE Celestina M. Teixeira,114,43,22,11,10,3,203,240,2012,"-21,95928647","-51,30795348","-51.30795347820825, -21.95928646996887",468203,7571647
EE Clotilde Veiga de Barros,189,248,111,48,331,4,931,1162,2012,"-22,14705769","-51,38574058","-51.3857405756843, -22.1470576858688",460224,7550845
EE Fátima Ap. Costa Falcon,106,50,5,86,43,8,298,497,2012,"-22,11761457","-51,43414793","-51.43414793335647, -22.11761457194364",455223,7554090
EE Fernando Costa,281,156,77,21,97,16,648,1390,2012,"-22,12019229","-51,3873924","-51.3873923952734, -22.1201922926299",460046,7553818
EE Florivaldo Leal,99,36,8,53,31,21,248,1079,2012,"-22,12919703","-51,39326659","-51.3932665939704, -22.1291970251408",459443,7552820
EE Francisco Pessoa,267,60,0,120,57,24,528,1074,2012,"-22,15301289","-51,45192393","-51.4519239278068, -22.1530128905198",453401,7550167
EE Hugo Miele,243,105,4,25,108,7,492,780,2012,"-22,11208739","-51,39147965","-51.39147965164236, -22.11208738847396",459622,7554714
EE João Alfredo da Silva (Eneida),1,1,0,45,11,1,59,81,2012,"-21,91387708","-51,30195046","-51.30195046100961, -21.91387708270785",468813,7576674
EE Joel Antônio de Lima Genésio,133,56,5,8,70,26,298,445,2012,"-22,11444383","-51,42615186","-51.42615185849335, -22.11444383299049",456047,7554444
EE José Foz,98,40,9,79,55,22,303,538,2012,"-22,12208117","-51,37673732","-51.37673732041002, -22.12208117264124",461146,7553612
EE Maria Luiza Bastos,154,45,0,58,7,1,265,493,2012,"-22,13214161","-51,40524606","-51.40524605903943, -22.13214160526277",458208,7552491
EE Maria Luiza Formozinho Ribeiro,204,115,3,69,36,11,438,884,2012,"-22,12205514","-51,39966794","-51.39966793575265, -22.12205514355007",458781,7553609
EE Marieta Ferraz de Assunção,103,86,3,61,52,20,325,563,2012,"-22,13826568","-51,38899915","-51.38899915479362, -22.13826568169748",459886,7551817
EE Marrey Junior,80,105,84,87,75,48,479,438,2012,"-22,10681416","-51,39622964","-51.39622963760267, -22.10681415866147",459131,7555296
EE Miguel Omar Bareto,229,64,1,11,27,0,332,638,2012,"-22,13297741","-51,437803","-51.43780300136813, -22.13297740614673",454851,7552389
EE Mirella P. Desidere,185,58,3,153,27,0,426,1174,2012,"-22,1103463","-51,4287836","-51.42878359712329, -22.11034630426748",455774,7554896
EE Monsenhor Sarrion,239,64,28,128,83,24,566,1434,2012,"-22,13369718","-51,39093009","-51.39093008972468, -22.13369717779597",459685,7552322
EE Pedro Tofano –Montalvão,94,82,16,28,128,6,354,339,2012,"-22,0511197","-51,34701711","-51.34701710876899, -22.0511197037584",464193,7561474
EE Placídio Braga Nogueira,158,109,77,66,151,42,603,522,2012,"-22,13864919","-51,37491486","-51.37491485903934, -22.13864918512999",461338,7551778
EE Tannel Abud,197,94,16,35,63,27,432,911,2012,"-22,11460143","-51,37609601","-51.37609600506788, -22.11460142859055",461210,7554440
EM Alayde T. F. Motta,99,91,32,68,90,32,412,469,2012,"-22,14473417","-51,38256092","-51.38256091616356, -22.14473416973062",460551,7551103
EM Alberto Bernardes Sotelo,52,2,8,1,5,0,68,156,2012,"-22,13978827","-51,35372317","-51.35372316886564, -22.13978827470154",463524,7551657
EM Antonio Moreira Lima,209,38,11,46,98,4,406,424,2012,"-22,16016961","-51,45548561","-51.45548561137047, -22.16016960807991",453037,7549373
EM Aparecida Alves,137,0,2,10,19,0,168,200,2012,"-22,14361969","-51,39497096","-51.39497095849231, -22.14361969237946",459271,7551223
EM Aziz Felipe,192,2,3,70,53,1,323,355,2012,"-22,13422737","-51,3772764","-51.3772763958197, -22.13422737453585",461093,7552267
EM Carlo Ceriani,105,2,6,94,68,0,281,297,2012,"-22,09104298","-51,40282719","-51.40282718863248, -22.09104297945366",458446,7557040
EM Carlos A. A. Campos (Eneida),10,1,1,34,34,2,84,62,2012,"-21,91682868","-51,3019639","-51.30196390452799, -21.91682867862754",468812,7576348
EM Carlos Braga (Ameliópolis),3,0,0,17,10,0,30,38,2012,"-21,80226704","-51,29735029","-51.29735028788697, -21.80226703609472",469264,7589029
EM Carlos Castilho Cabral,107,34,12,0,103,23,279,297,2012,"-22,09901054","-51,39297155","-51.39297155109593, -22.09901054208509",459465,7556161
EM Carmem Pereira Delfim,94,20,34,60,91,27,326,344,2012,"-22,13491679","-51,38146344","-51.38146344184742, -22.13491678924642",460662,7552190
EM Catarina Martins Artero,43,8,36,39,45,18,189,189,2012,"-22,1101911","-51,38068432","-51.38068432225982, -22.11019110237303",460735,7554927
EM Ditão,119,14,0,89,132,0,354,472,2012,"-22,10844038","-51,43157964","-51.43157963945204, -22.10844038037896",455485,7555107
EM Domingos F. de Medeiros,177,51,14,14,39,8,303,287,2012,"-22,1050689","-51,3892446","-51.38924460397457, -22.10506889832062",459851,7555491
EM Ederle Marangoni Dias,121,1,0,70,29,2,224,295,2012,"-22,10983998","-51,41971103","-51.41971103335685, -22.10983998169054",456710,7554955
EM Edna Carnelós Barbosa,85,0,0,15,4,0,115,137,2012,"-22,13865497","-51,38462796","-51.3846279645877, -22.13865497431422",460336,7551775
EM Edson Lopes,82,0,1,9,4,0,107,121,2012,"-22,14321923","-51,3936022","-51.39360220147683, -22.143219229454",459412,7551268
EM Eluísa R. Rodrigues,149,29,78,0,55,1,312,276,2012,"-22,11928173","-51,3870863","-51.38708629701948, -22.11928173266724",460077,7553919
EM Emilio Becker,124,56,40,50,41,8,319,303,2012,"-22,12770858","-51,377025","-51.37702499766941, -22.12770857779658",461117,7552989
EM Ettore Marangoni,67,0,0,3,8,0,79,273,2012,"-22,05108147","-51,34593889","-51.34593888602856, -22.05108146789168",464304,7561478
EM Francisca A. Góes Brandão,169,40,0,16,16,2,243,285,2012,"-22,13354296","-51,39984915","-51.39984915164156, -22.13354295954356",458765,7552337
